RoadType,SpeedLimit,NodeID,x,y
unclassified,No data,336372810,1.3920762,51.3571826
unclassified,No data,336372779,1.3912996,51.3564959
unclassified,No data,336372765,1.3913583,51.3562501
cycleway,No data,4570225340,1.3918445,51.3570329
cycleway,No data,8243084928,1.3891401,51.3578488
unclassified,No data,1801885861,1.3921604,51.3572986
cycleway,No data,5258670053,1.3920127,51.3569394
service,5,336372832,1.3926388,51.3580731
footway,No data,8200137690,1.392564,51.358026
service,5,336372888,1.392264,51.3579983
unclassified,30,336388179,1.3860536,51.3486993
trunk,30,1540956210,1.407901,51.326949
trunk,30,364161650,1.4096671,51.3273185
service,No data,5344070115,1.410134,51.3273292
trunk,30,8975023183,1.3891819,51.3312121
service,No data,11384239132,1.3889828,51.330707
tertiary,30,4065399034,1.3863389,51.3491193
service,No data,559461288,1.3916024,51.3499125
service,No data,559461290,1.3916843,51.3499384
cycleway,No data,8901067622,1.3916387,51.349868
cycleway,No data,8901067735,1.3915569,51.349961
unclassified,5,559461389,1.3913583,51.3503238
service,No data,8901067617,1.3912353,51.349854
service,No data,8901067618,1.3913128,51.3497599
service,5,559461301,1.3921267,51.3497022
service,5,559461304,1.3922797,51.3496683
service,5,559461322,1.3933493,51.3498729
service,No data,1200010137,1.3948642,51.3498614
unclassified,5,7983476220,1.3912759,51.3504211
steps,No data,559461438,1.4167548,51.329759
service,10,11383833491,1.4193808,51.3301009
pedestrian,No data,559461495,1.4223965,51.3318941
pedestrian,No data,8525187343,1.4221727,51.331487
service,No data,2046481023,1.3902757,51.3585236
footway,No data,703076303,1.4067229,51.3409426
residential,30,983157188,1.4010073,51.3518063
residential,No data,956788635,1.388466,51.3417546
residential,No data,956788648,1.3885321,51.3418089
secondary,30,1335994740,1.3891185,51.3414074
secondary,30,956788636,1.3879799,51.3420148
secondary,30,1335994628,1.3874746,51.342277
living_street,No data,1024770471,1.3886577,51.3425002
living_street,No data,10054632976,1.3889281,51.342115
cycleway,No data,1897130458,1.3893622,51.3413492
residential,30,11109096010,1.4171377,51.333462
unclassified,30,983149042,1.4223358,51.3372957
footway,No data,7093547197,1.422692,51.337819
footway,30,8465045570,1.4218869,51.3373913
primary,30,8231768316,1.4018985,51.3528164
unclassified,30,998165093,1.3904142,51.3278329
unclassified,30,10571472834,1.388407,51.3277304
footway,No data,10304867303,1.3905102,51.3281914
living_street,30,8283855276,1.3911369,51.3420257
living_street,30,1897130474,1.3906215,51.3422809
living_street,No data,8283855268,1.3898349,51.3421592
living_street,No data,5391125408,1.3890395,51.3427645
living_street,No data,1897130467,1.3900144,51.3418418
service,No data,1024775075,1.4217679,51.3374499
residential,No data,8199430633,1.4219017,51.3374128
service,No data,1094279944,1.3805987,51.3298065
cycleway,No data,1336927924,1.398157,51.3266008
footway,No data,1336927803,1.3980704,51.3270179
footway,No data,8975017083,1.3958394,51.32696
cycleway,No data,1540955325,1.4001948,51.3266077
pedestrian,No data,8975293929,1.4228977,51.3369371
service,No data,1200012158,1.4214999,51.3364228
tertiary,40,1601422432,1.3796268,51.3328463
secondary,30,1335957913,1.4013576,51.3404788
secondary,30,1335957966,1.4014217,51.340133
service,No data,4975743406,1.4007641,51.3403822
secondary,30,1579309185,1.4018617,51.3394092
footway,No data,1335994790,1.3894658,51.3412276
footway,No data,1335994733,1.3895015,51.3412461
residential,30,1540957410,1.4043971,51.3275264
footway,No data,1336927874,1.4001581,51.3266064
service,No data,1336927816,1.4021873,51.3282147
residential,No data,1336927842,1.4022692,51.3281814
service,No data,300398894,1.4068945,51.3296854
service,No data,1336927829,1.4021057,51.328161
cycleway,No data,1336927881,1.4066016,51.3271278
cycleway,No data,1540956118,1.4044918,51.3268823
tertiary,30,1579312442,1.4079662,51.3300321
residential,20,5391125389,1.3961587,51.3488503
service,No data,1353690913,1.3962158,51.3490384
residential,20,8283841590,1.3982576,51.3487662
cycleway,No data,10731219328,1.3900374,51.3487216
footway,No data,4642522291,1.3924331,51.3435539
footway,No data,1353693121,1.4019481,51.339124
secondary,30,6709987632,1.4018861,51.3393442
footway,No data,11383833490,1.4195946,51.3302126
service,10,1772869617,1.4104334,51.3490835
secondary,30,4567898657,1.4223419,51.3324383
pedestrian,No data,11383833430,1.4253177,51.3330634
service,No data,1519570225,1.4302244,51.3366024
service,No data,11383833421,1.4306997,51.3369161
service,No data,1519570302,1.4312033,51.3372484
footway,No data,1519570389,1.4331358,51.3388335
footway,No data,11383833396,1.4337553,51.3397368
steps,No data,1519570418,1.4328965,51.3388558
trunk,30,1541117260,1.4048543,51.3264761
footway,No data,1540955668,1.4021435,51.3266921
footway,No data,1540956324,1.4077435,51.3269928
footway,No data,1540956116,1.4044042,51.3268729
cycleway,No data,8860759804,1.4026245,51.3267213
cycleway,No data,1540956053,1.4043474,51.3268668
cycleway,No data,1540971532,1.4028336,51.326734
trunk,30,11384237054,1.4063832,51.3267212
footway,No data,11383833522,1.4074169,51.3267735
path,No data,1540956363,1.4079266,51.3270236
path,No data,1540957118,1.4092874,51.3273205
residential,30,8773456860,1.4027749,51.327381
trunk,30,11384237050,1.4061095,51.3266702
steps,No data,1566288883,1.4318935,51.3383378
residential,20,7764647482,1.3941024,51.3437975
residential,20,1579291208,1.3919075,51.3456864
residential,20,2311885719,1.3919272,51.3460102
residential,30,8283855236,1.4000766,51.3406384
service,No data,1579313191,1.4085419,51.3436914
primary,40,1607646426,1.3930763,51.3340702
primary,40,1607646428,1.3921008,51.3343114
primary,40,1607646439,1.3917172,51.3343581
primary,40,423446,1.3902893,51.3342962
trunk,40,1607646487,1.3882154,51.3352354
trunk,40,7189333041,1.3874941,51.335396
residential,30,1607681748,1.4246848,51.3404451
primary,30,6738047901,1.4269164,51.3424496
residential,30,1607681891,1.4264824,51.3429133
service,No data,1619141029,1.3862608,51.3520223
service,5,1619141054,1.3878085,51.3567087
tertiary,40,4570259829,1.3886201,51.3579669
service,No data,1769230661,1.4168334,51.3349106
residential,20,8177115024,1.3990518,51.3523841
cycleway,No data,8243320047,1.4026347,51.3495043
cycleway,No data,8243320046,1.4024577,51.3494427
residential,30,1772852198,1.4062928,51.3496305
residential,30,8557737520,1.4058371,51.349974
residential,30,8557737470,1.4065399,51.3494442
residential,30,1772869592,1.408267,51.3480495
residential,30,7244731149,1.4082814,51.3479856
service,No data,1772869625,1.4068941,51.3491771
cycleway,No data,8231866421,1.410575,51.3514171
residential,30,8557737430,1.4068581,51.3492042
residential,30,7244731151,1.4070658,51.3490476
footway,No data,8185105043,1.4212509,51.3432253
service,No data,1779062678,1.4205256,51.3349828
service,No data,1779062737,1.4201048,51.3354991
footway,No data,1779063370,1.4227467,51.3397932
footway,No data,1779063412,1.4197293,51.340251
residential,30,1779289866,1.4220554,51.3332052
residential,30,4567898672,1.4218169,51.3330549
residential,30,4567898670,1.422401,51.3332309
service,No data,4567908523,1.4224793,51.3353291
footway,No data,8975205274,1.4234939,51.3397386
primary,30,1810062470,1.3985697,51.3565199
cycleway,No data,1810062460,1.3986079,51.3563455
cycleway,No data,1810062476,1.3983208,51.3566519
service,No data,8279423131,1.397595,51.3566338
primary,30,1810062477,1.3984108,51.3566994
cycleway,No data,8279423133,1.3982794,51.3566979
primary,30,1810062486,1.3980098,51.3571408
service,No data,1810062482,1.3979112,51.3571048
cycleway,No data,8279423143,1.3980052,51.357001
service,No data,6840794512,1.3896596,51.3408033
living_street,No data,10054632975,1.3897165,51.3416971
cycleway,No data,8184737879,1.3900065,51.3567911
unclassified,No data,336131890,1.3901246,51.3569614
residential,30,2001179592,1.4083964,51.3474747
residential,30,7244731155,1.4083841,51.3475292
residential,30,8557720887,1.4084057,51.347433
service,No data,5171020044,1.3937075,51.3577397
service,No data,5171020047,1.3937948,51.3575102
service,5,2046471519,1.3910852,51.3580356
footway,No data,2046471603,1.3914082,51.3582688
service,No data,5423699189,1.3896038,51.3581945
footway,No data,2046471647,1.391477,51.3584501
footway,No data,2046471695,1.3916639,51.3589723
service,No data,4570225316,1.3910801,51.3584062
service,No data,2046481030,1.3906076,51.3585593
footway,No data,2046471740,1.3918431,51.3595158
footway,No data,5439599243,1.3918197,51.3596212
footway,No data,5385389688,1.3900871,51.3586411
footway,No data,2046481058,1.390346,51.3588608
steps,No data,9009968484,1.390221,51.3589197
pedestrian,No data,8242769779,1.3905803,51.3591947
secondary,30,8223767942,1.4220151,51.332532
service,No data,7454126726,1.4217702,51.3325243
unclassified,30,3935581794,1.395074,51.3559923
service,5,8243595639,1.3947263,51.356167
service,5,4744046861,1.3942575,51.3561994
unclassified,5,3695842825,1.3945433,51.3566541
unclassified,5,4744046855,1.3945555,51.3567307
service,5,5171020053,1.3939002,51.3568168
service,5,8243595622,1.3927709,51.356749
service,5,5258670063,1.3926379,51.3565763
service,5,4744046860,1.3943743,51.3563518
service,5,4744046859,1.3944616,51.3564848
service,5,5171020054,1.3938015,51.3566879
service,5,5171020055,1.3936997,51.356555
service,5,8243595635,1.3933515,51.3565709
service,5,5171020056,1.393583,51.3564027
unclassified,5,8243595662,1.3946235,51.3570238
unclassified,30,3743368758,1.3948859,51.3574102
service,No data,5773280506,1.3949498,51.3575548
service,No data,6108120838,1.3950293,51.3575704
steps,No data,9102010159,1.4135577,51.3290919
pedestrian,No data,4567898714,1.4243452,51.3323366
footway,No data,5344070101,1.4240826,51.3325125
service,No data,8184863614,1.4196481,51.3330468
steps,No data,9009852804,1.4233472,51.335867
footway,No data,9009852799,1.4225462,51.3355054
primary,30,4570222182,1.40169,51.3530393
primary,30,6533867837,1.401395,51.3533695
footway,No data,8459584256,1.3922033,51.358224
service,No data,29057766,1.4077608,51.3405141
footway,No data,4686827024,1.4065243,51.3407476
footway,No data,4686827030,1.405533,51.341277
steps,No data,4686827032,1.4056437,51.3411351
residential,30,4975743403,1.3994349,51.3404463
residential,30,8283855234,1.3997607,51.3405438
bridleway,No data,8283855233,1.3999721,51.3402806
bridleway,No data,8283855235,1.4003309,51.3403168
service,No data,5418510870,1.3946875,51.3574562
service,No data,5418510873,1.3943919,51.3578957
tertiary,30,5912001723,1.3870239,51.3546346
service,5,5319146012,1.388862,51.3571541
service,No data,364161653,1.4097447,51.3272028
secondary,30,5866940470,1.4012336,51.3385677
service,No data,5391125390,1.3921042,51.3418479
living_street,No data,8283855264,1.3897328,51.3428515
footway,No data,5391125413,1.383576,51.3361307
trunk,60,8528963899,1.3858879,51.3356875
service,5,5423697611,1.3876665,51.3561733
tertiary,30,5518580548,1.3872506,51.3550458
service,5,5423697612,1.3876962,51.3562869
service,No data,5431003902,1.3892056,51.3488813
service,No data,8279423134,1.3981461,51.3566368
service,No data,8467164902,1.420348,51.3374803
footway,No data,5666658006,1.4206079,51.337306
cycleway,No data,11816145037,1.4065175,51.3405123
service,No data,8364846929,1.413182,51.3281999
secondary,30,8329355288,1.4009895,51.3386153
service,No data,8243591647,1.3951166,51.3575091
service,No data,6113292018,1.409232,51.3414205
secondary,30,6382235042,1.390952,51.3407535
residential,30,8557737387,1.4075463,51.3486853
service,No data,8557737364,1.4079639,51.3486713
service,No data,6805191018,1.4084289,51.348664
service,No data,6840794490,1.3895066,51.3405346
service,No data,300604504,1.3896814,51.3408702
service,10,8231866428,1.4107589,51.3517429
service,No data,8231866433,1.4111388,51.3517139
service,No data,6915805775,1.4112485,51.3516752
service,No data,7954319728,1.4110427,51.351427
primary,30,8467098343,1.422587,51.3378332
residential,30,7100949087,1.4151599,51.3327761
trunk,40,7189333054,1.3870732,51.3354731
residential,30,8557720910,1.4083044,51.3478832
residential,30,8557737386,1.4071517,51.3489829
residential,30,7244731153,1.4074599,51.3487505
residential,30,8557720908,1.4083267,51.3477843
residential,30,7244731157,1.4085,51.3470138
residential,30,8557720885,1.4084278,51.347335
footway,No data,7454138470,1.4217689,51.3325182
steps,No data,8397380908,1.4217469,51.3324529
service,No data,300925063,1.4139544,51.3353994
service,No data,7936391475,1.3986307,51.345105
service,No data,8231866425,1.4105587,51.3517843
service,No data,8231866424,1.4101884,51.3514702
service,No data,8231866423,1.4104115,51.3514329
service,No data,7954319724,1.4106637,51.3516308
service,10,8231859816,1.4106262,51.3514192
unclassified,5,7983476218,1.3911779,51.350537
residential,30,8165142084,1.4076917,51.3524972
residential,30,8231827818,1.4074214,51.352724
residential,30,8283855360,1.4051935,51.3455111
residential,30,8283855361,1.4049213,51.3453903
service,No data,9385929449,1.4216467,51.3384458
service,No data,8225990362,1.4130168,51.3359141
residential,30,8231827821,1.4069299,51.3531993
residential,30,8231827820,1.4070617,51.3530751
footway,No data,8243288193,1.4026674,51.3494758
footway,No data,8243288194,1.4024886,51.3494122
footway,No data,8243320048,1.4028076,51.3495355
footway,No data,8243288195,1.4023036,51.3493586
steps,No data,8243320045,1.4022739,51.3493883
footway,No data,8243320044,1.4020927,51.3493346
footway,No data,8243288204,1.4011877,51.3489635
service,No data,8283855199,1.3990543,51.3425996
service,No data,8283855202,1.3991745,51.3428053
residential,30,8283855359,1.4031697,51.3479503
primary,No data,11403689967,1.3840362,51.3431267
service,No data,8364846901,1.4142624,51.3277494
service,No data,8364846930,1.4141093,51.3277803
footway,No data,8420396789,1.4217178,51.337756
steps,No data,8420396797,1.4217362,51.3377233
footway,No data,9060604508,1.4217076,51.3376774
residential,30,8557737471,1.4066337,51.3493734
residential,30,8557737545,1.4056143,51.3501421
residential,30,8557737538,1.405345,51.3503451
residential,30,8557737544,1.4055222,51.3502115
residential,30,8860759805,1.4025319,51.3273671
residential,30,8860759816,1.401634,51.3273092
footway,No data,8975017084,1.3958345,51.326898
footway,No data,8975074603,1.4267193,51.3448231
footway,No data,8975291712,1.4228732,51.3368907
pedestrian,No data,9009869000,1.4228365,51.3368159
steps,No data,8975293977,1.4227469,51.3366336
service,30,29029497,1.4183937,51.3326283
service,No data,10710289467,1.3878684,51.3517914
service,No data,10710289476,1.3875523,51.3513187
service,No data,10710289474,1.3883437,51.3510874
footway,No data,11383833412,1.4360534,51.3424613
steps,No data,11383833400,1.4328158,51.3384243
footway,No data,11383833422,1.4308726,51.3368246
steps,No data,11383833428,1.4254672,51.3329766
footway,No data,11384237055,1.4064351,51.3266087
secondary,30,11403689941,1.3839845,51.3428988
